genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
GPANK1,1.06241603148315e-32,0.104121227919371,0.215,0.155,4.09805735823996e-28
CMPK1,1.11027259699894e-32,0.0561951748958743,0.584,0.532,4.28265448840399e-28
GNPTAB,1.16671199410454e-32,-0.137290305,0.177,0.264,4.50035817485945e-28
COL6A2,1.25518056179333e-32,-0.158347679,0.986,0.975,4.84160798100543e-28
NAT10,1.26845628224525e-32,0.0848840760960327,0.117,0.068,4.89281641750459e-28
CCAR2,1.30054653264837e-32,0.102699648563635,0.167,0.11,5.01659814038456e-28
COA3,1.32593854134598e-32,0.0778943878302457,0.472,0.424,5.11454273553383e-28
DNAJC10,1.35656792372914e-32,0.13632019616545,0.385,0.33,5.23268945220041e-28
SPRTN,1.44890973737218e-32,0.0953757043510731,0.143,0.09,5.5888795299657e-28
HIBADH,1.48815331971037e-32,0.13642873418927,0.216,0.156,5.74025380011883e-28
BCL7A,1.54317376396567e-32,-0.057478648,0.083,0.153,5.95248415974479e-28
MRPL27,1.55321414227199e-32,0.0283271922816909,0.568,0.527,5.99121291098575e-28
LAGE3,1.61444417380787e-32,-0.338743968,0.295,0.391,6.22739551162908e-28
TTC9C,1.62028687399246e-32,0.101476474545325,0.207,0.146,6.24993255905112e-28
NDUFB5,1.62864777622521e-32,0.110443863755791,0.557,0.508,6.2821830672335e-28
B4GALT4,1.71911938082924e-32,-0.16268508,0.174,0.262,6.63115918767261e-28
CHD8,1.92885594688751e-32,0.15029075681837,0.268,0.209,7.44017604392919e-28
DPY19L3,1.95058351753891e-32,-0.080477582,0.15,0.236,7.52398580220284e-28
SEPT6,2.08404553689665e-32,-0.049721894,0.136,0.078,8.03878884947146e-28
MKRN1,2.09797767729555e-32,0.138816628354491,0.266,0.205,8.09252929463211e-28
ZSWIM4,2.14048600733431e-32,0.0741379469458599,0.102,0.057,8.25649667609064e-28
ADAMTS5,2.25707478905179e-32,-0.031729576,0.203,0.303,8.70621458380948e-28
MITD1,2.3789367501747e-32,0.09871938599864,0.246,0.182,9.17627272644887e-28
ZNF205,2.70520656882541e-32,0.0953707686662271,0.156,0.101,1.04347932979303e-27
CNPY4,2.78962380087187e-32,-0.166590037,0.236,0.334,1.07604158871031e-27
ACAA1,2.89055904176317e-32,0.0924368586520473,0.362,0.3,1.11497533917931e-27
POLG,2.9348020885662e-32,0.114737305618106,0.176,0.118,1.13204120962264e-27
TMEM106C,2.95121468313112e-32,0.0663696434160969,0.203,0.141,1.13837203972417e-27
HSPA6,3.07331949548574e-32,-0.513493006,0.081,0.143,1.18547152899372e-27
CIAPIN1,3.09568590439516e-32,0.14152856842254,0.272,0.214,1.19409892390234e-27
HIKESHI,3.17885918448483e-32,0.0654837390077468,0.503,0.457,1.22618135323133e-27
NHSL2,3.25222215074224e-32,0.116340195726239,0.214,0.154,1.25447965020581e-27
THOC3,3.27504042637727e-32,0.0839998566399738,0.146,0.093,1.26328134366651e-27
SHISA5,3.32421476461608e-32,0.168663930236208,0.501,0.455,1.28224936115536e-27
PAFAH1B3,3.63912816872014e-32,0.0886752960560054,0.145,0.091,1.40372090852042e-27
TRAK2,3.64638644983039e-32,0.187909927779599,0.298,0.24,1.40652064529308e-27
PPFIA1,3.80175663752814e-32,0.103894792067802,0.32,0.257,1.46645158779373e-27
TERF2IP,3.93118390109858e-32,0.012783536063005,0.559,0.499,1.51637556617075e-27
MCRIP2,4.11905335671205e-32,0.0609476284147881,0.23,0.164,1.58884245128454e-27
ATG2A,4.20789728599514e-32,0.0876808832991828,0.115,0.067,1.62311222012691e-27
TADA3,4.26378725335046e-32,0.169854172078548,0.421,0.375,1.64467065723487e-27
HSPA4,4.26803699911878e-32,0.116338132253005,0.378,0.32,1.64630991167009e-27
HSD17B4,4.29289243750307e-32,0.127762892819286,0.252,0.192,1.65589739991806e-27
TCF4,4.36693574489803e-32,-0.270565918,0.749,0.72,1.68445812487952e-27
NAA25,4.68749157422716e-32,0.107823536486542,0.143,0.091,1.80810612492664e-27
SLC37A3,4.73872036425506e-32,-0.088842493,0.191,0.283,1.8278666061041e-27
BAD,5.14654307389741e-32,0.104818895936542,0.533,0.49,1.98517605989445e-27
RPP25,5.30026458369145e-32,0.111379311833954,0.231,0.169,2.0444710578673e-27
MCU,5.45411640012368e-32,0.109108608949228,0.2,0.141,2.10381631901971e-27
CFAP97,5.47897212591406e-32,0.118409788216862,0.47,0.422,2.11340391812883e-27
LINC00667,5.69454090625347e-32,0.166038234882273,0.315,0.257,2.19655526376915e-27
KCMF1,5.90614821890224e-32,0.125141678769939,0.324,0.264,2.27817855247716e-27
SEH1L,6.39171664120463e-32,0.0984325453911746,0.155,0.1,2.46547686001186e-27
METTL17,6.4639540855021e-32,0.128791331927551,0.171,0.115,2.49334100940073e-27
LDOC1,6.7049755209179e-32,-0.081132292,0.104,0.178,2.58631020768366e-27
MLLT1,7.12189144812123e-32,0.15009301234781,0.248,0.188,2.7471271882838e-27
LRP10,7.22153879030123e-32,0.132151866652147,0.536,0.495,2.78556415758289e-27
PRRC1,7.44296538272266e-32,-0.188299399,0.348,0.453,2.87097503707761e-27
SND1,7.98699461004237e-32,0.152794115250742,0.424,0.375,3.08082343093165e-27
PIGQ,8.9699575054931e-32,0.0822352176894847,0.141,0.088,3.45998170859385e-27
MPC2,9.63725464078713e-32,-0.339349797,0.538,0.61,3.71737823259082e-27
NECTIN3,1.02300352206636e-31,0.0829841708348248,0.193,0.133,3.94603148566657e-27
RRP12,1.02502432417085e-31,0.072251807749125,0.113,0.066,3.95382632562422e-27
SYNGAP1,1.06859882156237e-31,0.109485213562834,0.158,0.103,4.12190623441252e-27
BRMS1L,1.09460988061239e-31,0.0890905923957211,0.144,0.091,4.22223869248617e-27
KRAS,1.10810393301755e-31,-0.299579269,0.34,0.437,4.27428930082861e-27
ZNF618,1.12095715469037e-31,0.108181073953969,0.189,0.131,4.32386803278716e-27
COMMD5,1.12142736873403e-31,0.126911472401469,0.328,0.272,4.32568178941776e-27
PGRMC2,1.20745623852835e-31,-0.266756527,0.348,0.45,4.6575209488754e-27
ZNF562,1.22289574914999e-31,0.0942928933460338,0.126,0.077,4.71707577319625e-27
SLBP,1.24572354847117e-31,0.110829819117619,0.341,0.283,4.80512944351784e-27
SF3B5,1.25789926675235e-31,0.0779670363593774,0.713,0.655,4.85209484164384e-27
MED31,1.27508678952301e-31,0.0754942360184817,0.289,0.225,4.9183922732271e-27
RNF40,1.28718758293778e-31,0.121034909357395,0.221,0.161,4.9650686636659e-27
TP53I11,1.38065254805039e-31,0.169984283620372,0.256,0.199,5.32559107359477e-27
PHF11,1.40201632305494e-31,0.133186854626518,0.297,0.238,5.4079975629198e-27
ELAVL1,1.44594722679313e-31,0.114965098303971,0.38,0.324,5.57745223790914e-27
MANEA,1.58039165744752e-31,0.0964209049933866,0.135,0.085,6.09604474027232e-27
REXO1,1.62623149677729e-31,0.0909334449495156,0.144,0.091,6.27286275251906e-27
PPP6R1,1.68440832792038e-31,0.104789614637701,0.224,0.164,6.4972682432873e-27
ZBTB8A,1.85458689194511e-31,-0.047123363,0.119,0.196,7.15369801829988e-27
GPS1,1.85615902581263e-31,0.146619899527778,0.341,0.286,7.15976221026708e-27
RBM10,1.90928280612441e-31,0.109173283644321,0.181,0.124,7.3646765680637e-27
HDGFL3,1.95560216820332e-31,0.116387053199511,0.32,0.26,7.54334424341065e-27
HDAC3,2.109683368709e-31,0.125586296225978,0.308,0.249,8.13768165812121e-27
FNIP2,2.23367780402397e-31,-0.159716797,0.208,0.298,8.61596539346168e-27
DACT1,2.27314999047882e-31,-0.052586336,0.111,0.189,8.76822145827394e-27
PPME1,2.36845856296688e-31,0.123738134109139,0.233,0.174,9.13585521493214e-27
KXD1,2.68328103036387e-31,0.155187720695315,0.408,0.36,1.03502199184226e-26
MEIS3,2.77429711965765e-31,0.11842062150418,0.33,0.268,1.07012962796555e-26
HOXC6,2.80617201961778e-31,0.203091430330223,0.244,0.188,1.08242473312716e-26
RUSC1,2.85839254971522e-31,0.133949607568194,0.278,0.219,1.10256775820165e-26
CSDE1,3.0476717219927e-31,0.0962268723888791,0.691,0.616,1.17557841332424e-26
SLC12A8,3.06864217224337e-31,-0.075648205,0.047,0.101,1.18366734509944e-26
AEBP2,3.15302492413437e-31,0.0829224119076239,0.225,0.164,1.21621630398635e-26
C4orf46,3.50944083973232e-31,-0.072761334,0.075,0.139,1.35369661510995e-26
EHD4,3.63360209160463e-31,-0.111670106,0.115,0.188,1.40158933479465e-26
AARSD1,3.80962741987721e-31,-0.027023593,0.14,0.227,1.46948758466924e-26
RFTN2,3.85981087456505e-31,-0.075398339,0.093,0.162,1.48884484864597e-26
CSKMT,3.95463596886314e-31,0.085801704076585,0.127,0.077,1.52542173226958e-26
RHOBTB2,4.00113456119455e-31,0.079653043444009,0.105,0.06,1.54335763428957e-26
SMPD1,4.04633330526839e-31,-0.127942634,0.236,0.332,1.56079214584118e-26
DTX2,4.04996815916962e-31,0.0828307097279508,0.113,0.066,1.5621942180365e-26
TMEM268,4.31148313446744e-31,-0.054126825,0.045,0.1,1.66306838945813e-26
AL627171.2,4.32239053595105e-31,-0.061926518,0.063,0.124,1.6672757014324e-26
LIX1L,4.4455738907693e-31,0.111633872471112,0.304,0.244,1.71479121688644e-26
CAMTA2,4.46659949504522e-31,-0.14071504,0.151,0.23,1.72290142322379e-26
EEF1E1,5.0849022739418e-31,0.104345394012696,0.311,0.255,1.96139935412757e-26
ATP5MC3,5.51404981604922e-31,0.0392209738963398,0.851,0.776,2.12693443554467e-26
RPL21,5.52366454826985e-31,-0.116206847,0.972,0.915,2.13064312620413e-26
EAPP,5.53004914405252e-31,0.0803664163289538,0.432,0.379,2.13310585633538e-26
DNAJC8,6.30650781190622e-31,0.0400262470384989,0.62,0.562,2.43260925828659e-26
NDUFA2,6.37604377551927e-31,0.0369479490565288,0.668,0.612,2.45943136553105e-26
RAPH1,6.37809518505714e-31,0.112147800195869,0.2,0.14,2.46022265573209e-26
PMAIP1,6.58809463107745e-31,0.202948843434137,0.197,0.138,2.54122574204551e-26
JOSD1,6.64171745320641e-31,0.0918954260063435,0.269,0.207,2.56190967322531e-26
C1orf50,6.79231680603894e-31,-0.023514031,0.072,0.136,2.6200003615934e-26
TAF7,6.89153414369778e-31,0.158718481753111,0.41,0.355,2.65827146524854e-26
SYNJ2,7.03591168319447e-31,-0.153746355,0.188,0.275,2.7139622135586e-26
PPM1K,7.06679682884554e-31,0.125257382034661,0.232,0.172,2.72587554079059e-26
DNAJC19,7.6675098022589e-31,0.0641907706124678,0.429,0.378,2.95758855602532e-26
CDK10,8.27762607303163e-31,0.109711407680993,0.196,0.139,3.19292870515049e-26
PLBD2,8.71941201178306e-31,-0.137337398,0.217,0.311,3.36333879530508e-26
ARL3,9.05166082705491e-31,0.0394209725055104,0.587,0.533,3.49149713081989e-26
RFX2,1.04543536862335e-30,0.0903136457927841,0.116,0.069,4.03255784739087e-26
WSB1,1.06201564855024e-30,0.109425135178545,0.601,0.534,4.09651296115285e-26
NCS1,1.08198639503362e-30,-0.198429055,0.257,0.349,4.17354612156317e-26
RPP21,1.11765925622825e-30,-0.021929808,0.188,0.284,4.31114704904921e-26
METTL9,1.13709351001221e-30,0.107910735611814,0.46,0.41,4.38611079617009e-26
DNTTIP2,1.20469321220838e-30,0.162030818101212,0.327,0.273,4.64686312745137e-26
PISD,1.25102931948809e-30,0.0716056841908992,0.127,0.078,4.82559539406142e-26
MTRR,1.26879428115357e-30,0.100315690690235,0.124,0.075,4.89412018069367e-26
PHLDA3,1.29597006677199e-30,-0.258729739,0.357,0.452,4.9989453385596e-26
TK2,1.36604390439687e-30,-0.140011969,0.17,0.254,5.26924115243005e-26
HELLS,1.40868799363905e-30,0.0701117343488747,0.107,0.061,5.43373219786391e-26
MRPL47,1.40991271028578e-30,0.0776642002763824,0.466,0.421,5.43845629738536e-26
PSMD12,1.47233325368422e-30,0.0747790976343453,0.415,0.363,5.67923105943613e-26
WSB2,1.50977059794951e-30,-0.208396415,0.261,0.359,5.82363812747064e-26
P2RX4,1.54030885119382e-30,0.0990038577557782,0.189,0.132,5.94143333170994e-26
NPRL2,1.54464732622497e-30,0.0900734483584707,0.157,0.104,5.95816813144759e-26
COMMD3,1.57799873470228e-30,-0.223904943,0.373,0.473,6.08681451936712e-26
MAD2L2,1.62865588318306e-30,0.128211960501446,0.333,0.279,6.28221433820201e-26
CINP,1.65632625257681e-30,0.0941619696735291,0.299,0.239,6.38894725406451e-26
MORN4,1.7525737499194e-30,-0.051912657,0.048,0.103,6.76020272556412e-26
TRPT1,1.79611081021264e-30,0.109428041493606,0.274,0.214,6.92813822823322e-26
TTF1,1.85393086324817e-30,0.118290649255256,0.193,0.137,7.15116751880715e-26
R3HDM2,1.97123906606199e-30,0.100021324160034,0.334,0.275,7.60366044952092e-26
UPF3A,2.04968434794683e-30,-0.213583522,0.326,0.427,7.9062474353353e-26
PLPP1,2.20936285199677e-30,-0.341997427,0.55,0.623,8.52217532900716e-26
SP1,2.25243559739832e-30,0.126426937974405,0.209,0.152,8.68831982984452e-26
PPP1R15A,2.25527753677945e-30,-0.476980055,0.569,0.618,8.69928204261937e-26
PPP5C,2.26803846203172e-30,0.10120832782499,0.225,0.166,8.74850475959496e-26
RARA,2.56908204343197e-30,0.157773760847816,0.265,0.207,9.90972016613015e-26
NAP1L4,2.7677695986833e-30,0.0945601043075537,0.424,0.373,1.06761176730011e-25
RBMS2,2.8737583175429e-30,0.124968033645116,0.211,0.153,1.10849479582582e-25
CDV3,3.28410483815872e-30,0.0696124400616762,0.549,0.499,1.26677775922296e-25
ZNF143,3.49357840651129e-30,0.0812418470513332,0.147,0.095,1.3475779987436e-25
BNIP2,3.60939602049467e-30,0.152489642569062,0.389,0.337,1.39225232698541e-25
LHPP,3.78957665526068e-30,0.0824143399758766,0.153,0.1,1.4617534032337e-25
SCAF11,3.87483540250267e-30,0.113814005384195,0.608,0.547,1.49464025980736e-25
DMKN,4.04661306726366e-30,-0.047715825,0.08,0.145,1.56090005843561e-25
STAT5A,4.20513384672151e-30,0.0983393371499958,0.124,0.076,1.62204627869589e-25
RAB14,4.27833931241478e-30,0.09011602140627,0.524,0.479,1.65028382297775e-25
ARPP19,4.50514679248853e-30,0.107985541023423,0.436,0.387,1.7377702722666e-25
PANK2,4.56801420091393e-30,0.102016586065021,0.242,0.183,1.76202011771853e-25
IPO8,4.8050033953946e-30,0.114607343456977,0.167,0.113,1.85343395970556e-25
DAP3,5.19250804053245e-30,0.125273597948835,0.355,0.302,2.00290612647458e-25
MB21D2,6.96181403640531e-30,-0.069230934,0.055,0.111,2.68538052826262e-25
ZC3H14,7.41220083276055e-30,0.111933825140857,0.266,0.207,2.85910822722073e-25
CHMP2B,7.77595805053661e-30,-0.22173383,0.357,0.456,2.99942029883349e-25
CHORDC1,7.87559350253743e-30,0.114360094484726,0.288,0.224,3.03785268173376e-25
FRAT2,7.93133504857011e-30,0.0466492417322083,0.104,0.059,3.05935386828495e-25
NEK1,8.06981053506934e-30,-0.064212601,0.115,0.189,3.1127680176923e-25
ZC3H18,8.14384338011165e-30,0.136748420506532,0.207,0.151,3.14132470701047e-25
CANX,8.25387580746097e-30,0.0913960880173859,0.702,0.626,3.18376751521192e-25
ANKMY2,8.95155733322041e-30,-0.062076407,0.079,0.143,3.45288421014311e-25
RAD9A,9.31795521747834e-30,0.0823099017626354,0.108,0.063,3.59421486603792e-25
BORCS7,9.9414915476436e-30,0.0914714367077634,0.474,0.428,3.83473153467257e-25
SNHG18,9.97928661292284e-30,-0.248364123,0.396,0.504,3.84931022520273e-25
PRPF6,9.97982968539321e-30,0.0994079690249939,0.355,0.301,3.84951970454672e-25
ATP8B2,1.00602517489497e-29,-0.140465286,0.189,0.277,3.88054090712237e-25
ANXA4,1.05154260944823e-29,-0.239326502,0.379,0.478,4.05611530742467e-25
DLG5,1.07778913159341e-29,0.104454772082394,0.217,0.16,4.15735601729526e-25
HACD3,1.08288306836712e-29,-0.209639244,0.289,0.384,4.17700485961249e-25
NGDN,1.12540173134159e-29,0.105389763557949,0.21,0.152,4.34101209830391e-25
DPCD,1.14597996332683e-29,0.104757715718156,0.271,0.214,4.42038851254059e-25
HMGB3,1.22122031019325e-29,-0.074129345,0.129,0.206,4.71061310250843e-25
POLL,1.28562698199493e-29,0.0851321489070696,0.111,0.066,4.95904895764903e-25
DDX55,1.3911401528847e-29,0.11395962944308,0.164,0.111,5.36604491172214e-25
CISD2,1.48692858018096e-29,0.106550710887702,0.33,0.273,5.735529612332e-25
CUEDC1,1.49613245510895e-29,-0.126203018,0.175,0.257,5.77103171909174e-25
DNAJA2,1.50479780886659e-29,0.0822972561362338,0.415,0.362,5.80445658814108e-25
GNL1,1.70606315897393e-29,0.124246280329339,0.375,0.324,6.58079742311016e-25
EED,1.71219963570038e-29,0.0755554996225277,0.135,0.086,6.60446765478706e-25
MRPL55,1.74683514167885e-29,0.0741663590999297,0.511,0.469,6.73806719199782e-25
USP34,1.8180919028649e-29,0.169695813972831,0.415,0.367,7.01292589692079e-25
NBPF1,1.87608106695648e-29,-0.081349213,0.069,0.129,7.23660749957124e-25
RRP9,1.89056426312041e-29,0.116265520441954,0.175,0.122,7.29247353213436e-25
ZNF655,1.92794101119816e-29,0.151555837677159,0.3,0.243,7.43664686249466e-25
RRN3,1.92885136853894e-29,0.0899871385357819,0.144,0.093,7.44015838386524e-25
ABCE1,1.93128027356622e-29,0.163333023149998,0.351,0.303,7.44952739922696e-25
YIPF5,1.94769785853192e-29,-0.270769494,0.438,0.526,7.51285494971517e-25
OAF,1.99873631802579e-29,0.0388476303734645,0.444,0.376,7.70972559952087e-25
SCARF2,2.07085331754073e-29,-0.130394708,0.243,0.337,7.98790250174987e-25
ZNF493,2.08985047749387e-29,0.104440410222725,0.118,0.072,8.06118024683709e-25
FARSB,2.12758901128961e-29,0.114053342272622,0.178,0.124,8.20674909324741e-25
ARMCX1,2.12834844325852e-29,-0.116246772,0.178,0.263,8.20967845018108e-25
SRRT,2.14623526773632e-29,0.119907161318051,0.219,0.162,8.27867329823931e-25
CMC1,2.40866916251487e-29,0.0972634110236895,0.318,0.262,9.2909595605686e-25
SLC35D1,2.46105836340913e-29,-0.083429696,0.076,0.138,9.49304042517803e-25
COQ9,2.66196799514588e-29,0.132540319130873,0.265,0.209,1.02680091476762e-24
JAK2,2.6651183533488e-29,0.0916804478818835,0.12,0.074,1.02801610243723e-24
ZHX3,2.8115536898021e-29,-0.102385066,0.146,0.225,1.08450060476736e-24
NTN4,2.98886254804523e-29,0.192281070424678,0.168,0.117,1.15289395065749e-24
KMT2B,3.08620162027013e-29,0.118726166938928,0.188,0.132,1.1904405509868e-24
DHX33,3.18132254432454e-29,0.107643245681346,0.159,0.107,1.2271315450223e-24
SESTD1,3.21845543167976e-29,-0.079933294,0.209,0.302,1.24145481366183e-24
DTX3,3.26942822045515e-29,0.155011379941889,0.24,0.184,1.26111654747616e-24
SMAGP,3.38340042461726e-29,0.058441748864253,0.111,0.065,1.30507904578762e-24
EIF2B4,3.92781418964047e-29,0.10553684816252,0.227,0.17,1.51507576737002e-24
MFN2,3.97506807144805e-29,0.113884078492947,0.188,0.133,1.53330300719966e-24
LSM6,4.07335798056365e-29,0.0582544321855792,0.381,0.325,1.57121637384282e-24
ING1,4.07634763430358e-29,0.0610094958536118,0.251,0.188,1.57236957297992e-24
SP3,4.10673508795173e-29,0.146239077034494,0.357,0.304,1.58409092547562e-24
MRPL39,4.33229112584162e-29,0.103262293325939,0.176,0.123,1.67109465597089e-24
TARS,4.90302836812879e-29,0.0421596608217554,0.33,0.26,1.89124513243832e-24
LONP1,4.98875152036348e-29,0.127597324709951,0.248,0.191,1.92431112394981e-24
SOAT1,5.28499464096418e-29,-0.100542664,0.151,0.231,2.03858098285911e-24
ZNF395,5.31673916671105e-29,0.14469618047974,0.149,0.099,2.05082579877545e-24
CPT2,5.70638517761023e-29,0.0819898274009956,0.112,0.067,2.2011239545596e-24
MTRF1L,5.70873560447799e-29,0.104690272592856,0.222,0.165,2.2020305847153e-24
BOD1,5.83002024459493e-29,-0.247340367,0.297,0.387,2.2488137089476e-24
GMCL1,5.90127695826472e-29,0.10572872516969,0.197,0.142,2.27629956111145e-24
RBL2,5.91863457363472e-29,0.141563581255386,0.257,0.202,2.28299491408812e-24
NPLOC4,6.18186762451743e-29,0.129885240987248,0.276,0.22,2.38453179880511e-24
MMAB,6.36236904105017e-29,0.136645872133716,0.247,0.192,2.45415661020428e-24
KCTD17,6.5725007108567e-29,0.0645662762221698,0.185,0.129,2.53521069919875e-24
PMPCB,6.62932244479539e-29,0.118201558583688,0.304,0.247,2.55712854663093e-24
DNAAF5,6.67718383413053e-29,0.0656576417934986,0.137,0.087,2.57559012033917e-24
FAM98A,6.69646220984508e-29,-0.221774366,0.287,0.383,2.58302636820354e-24
KDM5D,6.88676786943377e-29,0.106989408591353,0.116,0.07,2.65643297027669e-24
CCDC22,6.97566122485126e-29,0.0808583214750471,0.111,0.066,2.69072180426188e-24
TMEM254,7.58283882806591e-29,-0.067365588,0.078,0.14,2.92492842114986e-24
STT3A,7.68045643892716e-29,-0.126404384,0.233,0.326,2.96258246218737e-24
HNRNPR,7.82771862648855e-29,0.068911156491227,0.634,0.57,3.01938590579543e-24
KHDC4,8.12818356838187e-29,0.10420893507717,0.187,0.132,3.13528424783194e-24
MRPS16,8.60872038936405e-29,0.0675775029060955,0.447,0.403,3.3206417157894e-24
DFFA,9.04320532843504e-29,0.115943995473715,0.263,0.207,3.48823559133725e-24
LMBR1L,9.14978023467077e-29,0.112949286254006,0.162,0.11,3.52934472991956e-24
KRIT1,9.31618990843694e-29,0.118072130049726,0.272,0.215,3.59353393338138e-24
EMC4,9.33842966709224e-29,0.0922654687108213,0.523,0.483,3.60211247548749e-24
IGF1R,9.81066729930288e-29,0.18012607901366,0.312,0.258,3.7842686973601e-24
COQ8A,9.89097261868024e-29,0.103010292042374,0.117,0.072,3.81524486820353e-24
STXBP3,1.05279948320218e-28,0.130930564294049,0.262,0.206,4.06096344655578e-24
PRUNE1,1.06369427714338e-28,-0.05540514,0.076,0.138,4.10298793522514e-24
INPP1,1.08569517985293e-28,0.0816311456069956,0.197,0.14,4.18785201724671e-24
MRPL40,1.11323412954175e-28,0.0690353984448525,0.512,0.469,4.29407800788138e-24
STRN4,1.20469320296698e-28,0.108349267506734,0.221,0.164,4.64686309180453e-24
STS,1.21477519959267e-28,0.0974595413256826,0.105,0.062,4.68575237738881e-24
CGGBP1,1.23805864096893e-28,0.109862190398081,0.416,0.367,4.77556359580945e-24
