,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Ppp1r13b,1.3966196832595e-181,0.551992534923662,0.293,0.072,2.78220607102126e-177,Endothelial_cell,Ppp1r13b
Flnb,5.50326272645396e-181,0.678359830380524,0.378,0.118,1.09630496773689e-176,Endothelial_cell,Flnb
Dlc11,6.29265165734847e-179,1.03898295016599,0.533,0.24,1.25355913666039e-174,Endothelial_cell,Dlc1
Cyb561,2.10027079130277e-178,0.321469912838246,0.171,0.025,4.18394944335424e-174,Endothelial_cell,Cyb561
Magi11,5.68008464331673e-178,0.507486908712591,0.279,0.066,1.13152966179513e-173,Endothelial_cell,Magi1
Tmem88,1.40687497242828e-175,0.751919196474465,0.414,0.142,2.80263563257438e-171,Endothelial_cell,Tmem88
Fkbp1a1,1.48281680267127e-175,1.2806076847141,0.68,0.468,2.95391935260143e-171,Endothelial_cell,Fkbp1a
Dnm3,1.74432229533352e-174,0.742941430028964,0.327,0.092,3.47486444453391e-170,Endothelial_cell,Dnm3
Csf2rb21,8.54559695596357e-174,0.587559142930342,0.328,0.089,1.7023683695975e-169,Endothelial_cell,Csf2rb2
Emp1,1.19202707730757e-173,1.33537970608682,0.785,0.561,2.37463714070442e-169,Endothelial_cell,Emp1
Fry2,1.91785296569712e-173,0.677605817026482,0.322,0.088,3.82055489296524e-169,Endothelial_cell,Fry
Ceacam1,6.6671621754219e-173,0.33756186783768,0.19,0.031,1.3281653769658e-168,Endothelial_cell,Ceacam1
Timp41,2.53136908896453e-172,1.00556930819799,0.15,0.02,5.04274036212623e-168,Endothelial_cell,Timp4
Nedd91,3.19114257898995e-172,0.802707087094823,0.486,0.192,6.35707513160588e-168,Endothelial_cell,Nedd9
Ppp1r22,7.42682027912302e-172,1.14859291135868,0.752,0.587,1.4794968678041e-167,Endothelial_cell,Ppp1r2
Hhex,1.29394177578266e-171,0.373702009216951,0.199,0.035,2.57766141153665e-167,Endothelial_cell,Hhex
Flt4,1.9033370738284e-171,0.185008928227563,0.1,0.007,3.79163778477356e-167,Endothelial_cell,Flt4
Lmcd11,1.02300974666139e-169,0.453393584512482,0.235,0.049,2.03793771632416e-165,Endothelial_cell,Lmcd1
Rasal21,2.04117916949156e-169,0.627096522961291,0.357,0.109,4.06623302354414e-165,Endothelial_cell,Rasal2
Gbp31,1.50833008654862e-168,0.551095432710948,0.268,0.065,3.0047443654135e-164,Endothelial_cell,Gbp3
Cd381,1.60402609134967e-167,0.359238813467998,0.205,0.037,3.19538037657768e-163,Endothelial_cell,Cd38
Ifi2031,3.50824489173804e-167,0.896000329675811,0.435,0.158,6.98877464883134e-163,Endothelial_cell,Ifi203
Sparc1,1.42293182486885e-164,0.37309876538941,0.859,0.549,2.83462248832124e-160,Endothelial_cell,Sparc
Rcan11,1.72373413469589e-164,1.61438048327638,0.44,0.183,3.43385076972769e-160,Endothelial_cell,Rcan1
Slc12a7,8.92176631953218e-163,0.356147730314486,0.207,0.04,1.777305068514e-158,Endothelial_cell,Slc12a7
Pik3c2b,1.13217041246567e-160,0.318175433742257,0.142,0.019,2.25539667867287e-156,Endothelial_cell,Pik3c2b
Efna11,9.26979953066141e-160,0.54676674830347,0.274,0.069,1.84663676450306e-155,Endothelial_cell,Efna1
Plekhg1,1.39979810747204e-159,0.343396690534663,0.199,0.038,2.78853780989505e-155,Endothelial_cell,Plekhg1
Crybb3,2.45878434261765e-159,0.365552168051409,0.153,0.022,4.89814428892863e-155,Endothelial_cell,Crybb3
Stard131,4.86415557076621e-159,0.368311706102648,0.202,0.039,9.68988431252336e-155,Endothelial_cell,Stard13
Lipe,6.4304276373864e-159,0.434956122285186,0.199,0.038,1.28100548964374e-154,Endothelial_cell,Lipe
Tnfaip8l1,4.14919298729435e-158,0.219628941531283,0.119,0.013,8.26560734998908e-154,Endothelial_cell,Tnfaip8l1
Cds21,1.70390733691271e-156,0.67241014677278,0.396,0.143,3.39435380586381e-152,Endothelial_cell,Cds2
Arhgef51,9.54546568946644e-156,0.404683194924034,0.229,0.05,1.90155221999861e-151,Endothelial_cell,Arhgef5
Tmem204,3.5212336941371e-155,0.40524903560631,0.214,0.045,7.01464964209052e-151,Endothelial_cell,Tmem204
St3gal6,6.80821322501153e-155,0.474383974579955,0.337,0.098,1.35626415655455e-150,Endothelial_cell,St3gal6
Cd1511,9.57438402855664e-155,0.688812428477921,0.401,0.147,1.90731304232877e-150,Endothelial_cell,Cd151
Adrb21,5.35607564825778e-154,0.647857240570965,0.329,0.101,1.06698382988943e-149,Endothelial_cell,Adrb2
Hip11,7.6621054331646e-154,0.818226348722546,0.483,0.208,1.52636802334072e-149,Endothelial_cell,Hip1
Synpo1,1.23706382661627e-153,0.536589050378916,0.264,0.069,2.46435484900227e-149,Endothelial_cell,Synpo
Mamstr,6.82054286615704e-153,0.247540408840323,0.11,0.011,1.35872034436714e-148,Endothelial_cell,Mamstr
Mkl21,3.76702740321744e-152,0.61939977450172,0.321,0.1,7.50429528994946e-148,Endothelial_cell,Mkl2
Apobec31,4.2132926172771e-152,0.46994574533126,0.275,0.073,8.3933002228777e-148,Endothelial_cell,Apobec3
Olfml2a1,8.37454806895943e-152,0.347111976474288,0.222,0.047,1.66829372081741e-147,Endothelial_cell,Olfml2a
Tjp1,2.01578312171754e-151,0.850520898879541,0.498,0.223,4.01564155677351e-147,Endothelial_cell,Tjp1
Sh3tc1,1.46333742715477e-150,0.252343425694486,0.119,0.013,2.91511448863502e-146,Endothelial_cell,Sh3tc1
Csf31,1.52280326925523e-150,1.32830853623781,0.246,0.059,3.03357639268335e-146,Endothelial_cell,Csf3
Ch25h,1.80510025520513e-150,0.354354039372253,0.127,0.016,3.59594021839413e-146,Endothelial_cell,Ch25h
Snrk1,2.68384179963222e-150,0.821269932718647,0.435,0.176,5.34648124904735e-146,Endothelial_cell,Snrk
Tbx31,9.87824711425551e-150,0.397582817013726,0.178,0.032,1.96784560763084e-145,Endothelial_cell,Tbx3
Cenpt,3.80620465837085e-149,0.300033160380035,0.165,0.028,7.58234029994056e-145,Endothelial_cell,Cenpt
Plxna4,3.23750253628717e-148,0.313637473595396,0.134,0.018,6.44942880253768e-144,Endothelial_cell,Plxna4
Ppm1f,2.31681598635677e-147,0.385107408723265,0.205,0.044,4.61532912642131e-143,Endothelial_cell,Ppm1f
Swap701,7.55624436247439e-147,0.801672449120029,0.468,0.206,1.50527943944852e-142,Endothelial_cell,Swap70
Lmo11,2.47867482444452e-145,0.561264619285335,0.316,0.097,4.93776811777592e-141,Endothelial_cell,Lmo1
Yes11,7.85714050235055e-145,1.05383984073003,0.438,0.184,1.56522095947325e-140,Endothelial_cell,Yes1
Hspg21,1.90408353463407e-144,1.01935873646414,0.512,0.245,3.79312480934454e-140,Endothelial_cell,Hspg2
Ppfibp11,8.99271249336663e-143,0.898195634990278,0.486,0.228,1.79143825580357e-138,Endothelial_cell,Ppfibp1
Ypel2,1.26380620047604e-142,0.674523134919518,0.344,0.117,2.51762833196832e-138,Endothelial_cell,Ypel2
Etl41,2.27857826880852e-142,0.641962725184393,0.337,0.11,4.53915576929345e-138,Endothelial_cell,Etl4
Itpripl1,2.28989306819186e-141,0.314045293,0.169,0.031,4.56169598114501e-137,Endothelial_cell,Itpripl1
Trpv4,1.16767226038366e-140,0.333376674898779,0.145,0.023,2.3261199099103e-136,Endothelial_cell,Trpv4
Gbp71,3.43164803253055e-140,0.715484981363896,0.354,0.125,6.83618604560411e-136,Endothelial_cell,Gbp7
Upp1,3.7929845840403e-140,0.220745062170853,0.398,0.131,7.55600458986669e-136,Endothelial_cell,Upp1
Mndal1,2.46793114832986e-139,0.786153256694054,0.404,0.155,4.91636564058791e-135,Endothelial_cell,Mndal
Atp8b11,6.54376981149222e-138,0.553796044450401,0.306,0.098,1.30358438414736e-133,Endothelial_cell,Atp8b1
Cyp2d22,1.7406948935882e-137,0.316059887551088,0.142,0.022,3.46763829751705e-133,Endothelial_cell,Cyp2d22
Card10,1.87367405426494e-137,0.318583960341651,0.181,0.036,3.73254608350119e-133,Endothelial_cell,Card10
Efr3b,2.04305574790258e-137,0.246626765346439,0.127,0.018,4.06997135539672e-133,Endothelial_cell,Efr3b
Ptgs1,2.30490068089551e-137,0.506982640250335,0.215,0.05,4.59159264641195e-133,Endothelial_cell,Ptgs1
Klhl3,4.82472917185731e-137,0.248324231444006,0.105,0.011,9.61134298325695e-133,Endothelial_cell,Klhl3
Cbfa2t31,3.3344813016548e-136,0.569804894249671,0.275,0.079,6.64262020102653e-132,Endothelial_cell,Cbfa2t3
Pitpnm2,9.50781307970405e-136,0.350954217872016,0.196,0.043,1.89405144360784e-131,Endothelial_cell,Pitpnm2
E2f7,8.0956920312855e-135,0.208910062914936,0.123,0.017,1.61274280955239e-130,Endothelial_cell,E2f7
Tspan21,1.07136594704963e-134,0.389606138069512,0.184,0.038,2.13426810311757e-130,Endothelial_cell,Tspan2
Ptprk2,1.08990842499582e-134,0.571169754508559,0.309,0.099,2.17120657343417e-130,Endothelial_cell,Ptprk
Itpr11,1.49324679463544e-134,0.708282288825179,0.414,0.166,2.97469693959326e-130,Endothelial_cell,Itpr1
H2-Q61,4.91113658339951e-133,0.474815326379031,0.261,0.071,9.78347518779016e-129,Endothelial_cell,H2-Q6
Ipo11,8.42804604649612e-133,0.406550396910269,0.214,0.052,1.67895105292249e-128,Endothelial_cell,Ipo11
Ackr1,2.47197744540445e-132,1.54386202459845,0.213,0.054,4.92442626899021e-128,Endothelial_cell,Ackr1
Tnfaip11,1.75031561293016e-131,0.679018282962879,0.386,0.154,3.48680373251818e-127,Endothelial_cell,Tnfaip1
Bdkrb2,3.3096790314097e-131,0.235496544556991,0.112,0.014,6.59321159847127e-127,Endothelial_cell,Bdkrb2
Tgm21,1.22170205625957e-130,0.593644132042143,0.486,0.203,2.43375266627468e-126,Endothelial_cell,Tgm2
Col4a11,1.32680616127023e-130,1.19210487588763,0.648,0.397,2.64313055386643e-126,Endothelial_cell,Col4a1
Ptpn141,2.62691914882518e-130,0.45803031792409,0.257,0.073,5.23308563637463e-126,Endothelial_cell,Ptpn14
Fmo1,1.32657005517751e-129,0.570018399236954,0.232,0.061,2.64266020691911e-125,Endothelial_cell,Fmo1
Mef2c1,1.24627138000174e-128,0.811999007396944,0.532,0.269,2.48269721610147e-124,Endothelial_cell,Mef2c
Epha22,1.73311988715103e-128,0.464292782195914,0.28,0.084,3.45254812719357e-124,Endothelial_cell,Epha2
Htr2a,2.56901053109356e-128,0.239695340241783,0.104,0.012,5.11772587899148e-124,Endothelial_cell,Htr2a
Utrn1,9.8595183982934e-128,0.911851562197349,0.592,0.347,1.96411466012403e-123,Endothelial_cell,Utrn
Plk21,3.5483114788433e-127,0.900442534889368,0.534,0.268,7.06859129700374e-123,Endothelial_cell,Plk2
AW1120101,6.80850571825806e-127,0.496101810973431,0.314,0.103,1.35632242413419e-122,Endothelial_cell,AW112010
Calm12,1.367275002491e-126,0.729765174311035,0.886,0.84,2.72374853246232e-122,Endothelial_cell,Calm1
Enpp4,1.67794258417649e-126,0.349521045310653,0.178,0.038,3.34262942193799e-122,Endothelial_cell,Enpp4
Cavin31,2.50558044862883e-126,0.964557712298191,0.596,0.343,4.9913668117135e-122,Endothelial_cell,Cavin3
Col15a1,2.63605754737497e-126,0.9809998810271,0.451,0.205,5.25129024012568e-122,Endothelial_cell,Col15a1
Zfpm1,3.53019370945007e-126,0.310604846334816,0.192,0.044,7.03249888859549e-122,Endothelial_cell,Zfpm1
Bst21,4.68298833681486e-126,0.944812736003028,0.539,0.292,9.32898106576887e-122,Endothelial_cell,Bst2
Tmsb4x1,9.45553690715599e-126,0.532181262229642,0.981,0.934,1.88363750727455e-121,Endothelial_cell,Tmsb4x
Col4a21,1.62851000559009e-125,1.1049982667338,0.572,0.321,3.24415478213603e-121,Endothelial_cell,Col4a2
Ifi472,3.54571765389504e-125,0.545984657298475,0.27,0.081,7.0634241383243e-121,Endothelial_cell,Ifi47
Cmah,3.67985432775922e-125,0.465278262554511,0.131,0.021,7.33063780632915e-121,Endothelial_cell,Cmah
Hoxd9,8.10512313399084e-125,0.450947359418853,0.228,0.06,1.61462157952232e-120,Endothelial_cell,Hoxd9
Nck1,9.66332484436883e-125,0.812078992707457,0.449,0.212,1.92503094224671e-120,Endothelial_cell,Nck1
B4galt4,1.69462736536475e-124,0.333695920916074,0.161,0.032,3.37586717454312e-120,Endothelial_cell,B4galt4
Mustn11,3.66751280328943e-124,0.140497695335481,0.282,0.082,7.30605225543287e-120,Endothelial_cell,Mustn1
Lifr1,5.74695732809928e-123,0.77879904757087,0.385,0.16,1.14485136933066e-118,Endothelial_cell,Lifr
Dock41,9.90476290674037e-122,0.598588934944835,0.343,0.128,1.97312781865175e-117,Endothelial_cell,Dock4
Tsc22d11,1.15062865826981e-121,1.0920991081409,0.593,0.369,2.2921673501393e-117,Endothelial_cell,Tsc22d1
Gbp5,2.55578641201205e-121,0.345487883615353,0.163,0.032,5.09138211136921e-117,Endothelial_cell,Gbp5
Rassf91,3.4243714565081e-121,0.298322384464791,0.141,0.025,6.82169037850978e-117,Endothelial_cell,Rassf9
Ehd31,3.47294850509086e-121,0.687204090449263,0.194,0.047,6.91846071699151e-117,Endothelial_cell,Ehd3
Pim31,9.85529717076213e-121,1.08854470308158,0.602,0.403,1.96327374938752e-116,Endothelial_cell,Pim3
Foxc12,3.24531991908051e-120,0.419040567439631,0.207,0.052,6.46500181080028e-116,Endothelial_cell,Foxc1
Akap121,7.79633781992114e-120,0.813012228384545,0.346,0.129,1.55310845710649e-115,Endothelial_cell,Akap12
Galnt181,1.79676352957442e-119,0.292216223514836,0.18,0.04,3.57933262726521e-115,Endothelial_cell,Galnt18
Rasa42,6.16320730541214e-119,0.754114645458452,0.346,0.133,1.22777252731115e-114,Endothelial_cell,Rasa4
Dennd5b1,7.87441057445588e-119,0.688696027857275,0.361,0.142,1.56866133053735e-114,Endothelial_cell,Dennd5b
Slc39a101,9.0587515936745e-118,0.690566507286326,0.356,0.141,1.8045939049759e-113,Endothelial_cell,Slc39a10
Plscr1,1.82102717224285e-117,0.698476264865514,0.322,0.116,3.62766822982499e-113,Endothelial_cell,Plscr1
Plekha71,1.70788465505006e-116,0.321077951819808,0.154,0.03,3.40227702132523e-112,Endothelial_cell,Plekha7
Kif26a,7.19660094628967e-116,0.352861364600007,0.16,0.033,1.43363487451036e-111,Endothelial_cell,Kif26a
Thsd1,9.52346779236606e-116,0.199093100755407,0.112,0.016,1.89717001891724e-111,Endothelial_cell,Thsd1
Adamts11,2.03426678369986e-115,1.01869488578135,0.682,0.458,4.0524628598085e-111,Endothelial_cell,Adamts1
Sh3bgrl2,2.05110092336008e-115,0.183178375189947,0.121,0.019,4.08599814942562e-111,Endothelial_cell,Sh3bgrl2
Wwtr11,8.33628052372941e-115,0.822386403598844,0.602,0.369,1.66067044313214e-110,Endothelial_cell,Wwtr1
Eva1a1,8.88393318837541e-114,0.398682023077051,0.208,0.055,1.76976833045627e-109,Endothelial_cell,Eva1a
Eogt,2.69690065193107e-113,0.436455523497987,0.188,0.046,5.37249578871189e-109,Endothelial_cell,Eogt
Sncg1,9.64444972010454e-112,0.241254136570578,0.243,0.067,1.92127082874203e-107,Endothelial_cell,Sncg
Enpp3,2.66630318491815e-111,0.240370176378979,0.13,0.023,5.31154257467544e-107,Endothelial_cell,Enpp3
Plpp31,2.88352494249816e-111,0.699673384736032,0.569,0.298,5.74427003795059e-107,Endothelial_cell,Plpp3
S100a161,5.73378234463974e-111,0.66337067463411,0.483,0.238,1.14222678087568e-106,Endothelial_cell,S100a16
Akap21,7.29493579850293e-111,0.4501954698011,0.253,0.08,1.45322416041977e-106,Endothelial_cell,Akap2
Plxnd12,1.48952549014351e-109,0.755798493476831,0.444,0.214,2.96728372891488e-105,Endothelial_cell,Plxnd1
Foxp12,2.28346952571449e-109,0.715558578901497,0.53,0.279,4.54889964217583e-105,Endothelial_cell,Foxp1
BC0285282,5.89821121153754e-109,0.599785257220022,0.317,0.12,1.17498265545039e-104,Endothelial_cell,BC028528
Prcp1,1.18243410750351e-108,0.762566031965255,0.413,0.192,2.35552698555774e-104,Endothelial_cell,Prcp
Pear11,1.67592112308577e-108,0.331334403014976,0.195,0.05,3.33860246929916e-104,Endothelial_cell,Pear1
Zfp461,2.40496611439435e-108,0.546873350354108,0.236,0.073,4.79093299648498e-104,Endothelial_cell,Zfp46
S100a13,3.48932842255928e-108,0.935844828220668,0.64,0.458,6.95109115058035e-104,Endothelial_cell,S100a13
Limch1,6.40124270192507e-108,0.249175777192894,0.224,0.063,1.27519155865049e-103,Endothelial_cell,Limch1
Tmem1731,1.64790361600934e-107,0.53850315439283,0.28,0.099,3.2827887934522e-103,Endothelial_cell,Tmem173
Acvrl11,2.05646700440997e-107,0.56547871138669,0.32,0.124,4.0966879194851e-103,Endothelial_cell,Acvrl1
Osmr1,3.16143741632932e-106,0.753147418601682,0.472,0.234,6.29789947706963e-102,Endothelial_cell,Osmr
Fam181b,5.03766834289876e-106,0.227400315399641,0.104,0.015,1.00355391058886e-101,Endothelial_cell,Fam181b
Mest,4.04005470334499e-105,0.458152995839226,0.13,0.024,8.04819297453356e-101,Endothelial_cell,Mest
Unc13b,8.16813151737996e-105,0.231924583050059,0.111,0.018,1.62717347957726e-100,Endothelial_cell,Unc13b
Fryl,8.96807147126239e-105,0.8008935308388,0.438,0.214,1.78652951779018e-100,Endothelial_cell,Fryl
Cd59a1,9.68930902871134e-105,0.384386654620682,0.221,0.064,1.93020725160959e-100,Endothelial_cell,Cd59a
Sox131,2.61331168393502e-104,0.277150112793331,0.133,0.026,5.20597820556695e-100,Endothelial_cell,Sox13
Dennd3,4.37082456802782e-104,0.253237367303306,0.165,0.037,8.70711962196822e-100,Endothelial_cell,Dennd3
Rps201,5.07065596055393e-104,0.682653163154606,0.952,0.856,1.01012537390195e-99,Endothelial_cell,Rps20
Prkcg1,5.86435831619987e-104,0.40347122279552,0.18,0.045,1.16823882017018e-99,Endothelial_cell,Prkcg
Spint22,7.22702989025189e-104,0.483918827002514,0.271,0.09,1.43969662443708e-99,Endothelial_cell,Spint2
Nav11,2.59760494210649e-103,0.581578871798479,0.401,0.18,5.17468880517034e-99,Endothelial_cell,Nav1
Entpd1,5.33402407195511e-103,0.248974254975357,0.512,0.243,1.06259093537418e-98,Endothelial_cell,Entpd1
Sema6d1,6.08783105705455e-103,0.400053764575871,0.249,0.079,1.21275682487584e-98,Endothelial_cell,Sema6d
Procr1,1.08915455295187e-102,0.488370119134053,0.318,0.118,2.16970478493542e-98,Endothelial_cell,Procr
Efnb22,9.26915638801624e-101,0.788804455934008,0.329,0.136,1.84650864405672e-96,Endothelial_cell,Efnb2
Ier5l1,1.48581490506514e-100,0.791567479449655,0.38,0.17,2.95989187238027e-96,Endothelial_cell,Ier5l
Ctnnbip11,1.8349937406545e-100,0.646347210758306,0.368,0.164,3.65549103075782e-96,Endothelial_cell,Ctnnbip1
Exoc6,1.93717682625556e-100,0.29113423686346,0.154,0.034,3.85904995558369e-96,Endothelial_cell,Exoc6
Tmem2,3.47956701433172e-100,0.684855852832577,0.399,0.188,6.93164544925021e-96,Endothelial_cell,Tmem2
Aplp21,8.51142184393282e-100,0.830541378758936,0.695,0.579,1.69556034552986e-95,Endothelial_cell,Aplp2
Col18a11,9.21924861043416e-100,0.965685056478778,0.383,0.177,1.83656651568459e-95,Endothelial_cell,Col18a1
Hdac7,1.40693798426253e-98,0.58559998604084,0.369,0.162,2.80276115844939e-94,Endothelial_cell,Hdac7
Ctnnal11,2.22532691059797e-98,0.539254496889536,0.24,0.078,4.43307373860222e-94,Endothelial_cell,Ctnnal1
Irgm11,9.12679514366512e-98,0.683632435726531,0.365,0.161,1.81814886056953e-93,Endothelial_cell,Irgm1
Dab2ip1,2.10052971307006e-97,0.712837065326661,0.446,0.228,4.18446524140687e-93,Endothelial_cell,Dab2ip
Fam189a2,3.97434823333816e-97,0.278657133622332,0.142,0.03,7.91729911563295e-93,Endothelial_cell,Fam189a2
Luzp12,4.19593932563246e-97,0.833087036996068,0.647,0.46,8.35873073059243e-93,Endothelial_cell,Luzp1
Chst7,4.27819103995106e-97,0.20315561073299,0.131,0.026,8.5225843706865e-93,Endothelial_cell,Chst7
Rps141,5.27403088834218e-97,0.600264750286793,0.946,0.883,1.05063969326665e-92,Endothelial_cell,Rps14
Cdc42bpb1,4.32773654006436e-96,0.637969448496358,0.413,0.203,8.62128396146221e-92,Endothelial_cell,Cdc42bpb
Fam171a1,4.64046115137209e-96,0.345872089072719,0.2,0.058,9.24426265964833e-92,Endothelial_cell,Fam171a1
Pla2g161,4.64298791762587e-96,0.492360835243161,0.321,0.128,9.24929623070249e-92,Endothelial_cell,Pla2g16
Adgrg3,7.47433673299394e-96,0.26797009340811,0.14,0.029,1.48896262057972e-91,Endothelial_cell,Adgrg3
Rps111,8.534593988833e-96,0.686892404657667,0.916,0.827,1.70017646851542e-91,Endothelial_cell,Rps11
Tanc11,4.06447975202994e-95,0.629703373080516,0.438,0.219,8.09685011401884e-91,Endothelial_cell,Tanc1
Rps6ka3,7.23047035522209e-95,0.785647563741905,0.471,0.261,1.44038199946379e-90,Endothelial_cell,Rps6ka3
Tjp21,1.34657635856381e-94,0.406020016395174,0.293,0.11,2.68251476389497e-90,Endothelial_cell,Tjp2
St6galnac21,3.47175584170128e-94,0.290011531854437,0.121,0.023,6.91608481225312e-90,Endothelial_cell,St6galnac2
Tmod31,3.77622213494196e-94,0.831998791843973,0.65,0.504,7.52261211501787e-90,Endothelial_cell,Tmod3
Map3k111,9.58149702891159e-94,0.419152414945948,0.296,0.113,1.90873002312948e-89,Endothelial_cell,Map3k11
Ephb4,1.00934957093632e-93,0.490741415368152,0.28,0.105,2.01072528026225e-89,Endothelial_cell,Ephb4
Gprc5a,3.26294969943947e-93,0.324438589693241,0.126,0.026,6.50012209625336e-89,Endothelial_cell,Gprc5a
Git1,4.66078177338201e-93,0.498540974811187,0.329,0.138,9.2847433707543e-89,Endothelial_cell,Git1
Bcar11,8.46829094890246e-93,0.476840288097605,0.297,0.116,1.68696823993086e-88,Endothelial_cell,Bcar1
Id12,1.50108715886353e-92,1.00625992252652,0.427,0.212,2.99031572917203e-88,Endothelial_cell,Id1
Pxdn1,3.69113135176029e-92,0.568430071461764,0.336,0.143,7.35310276584168e-88,Endothelial_cell,Pxdn
Cd2ap1,1.09712305167798e-91,0.904240979241358,0.493,0.291,2.18557883124771e-87,Endothelial_cell,Cd2ap
Stox21,1.77501055943823e-91,0.552335537460355,0.304,0.121,3.5359985354569e-87,Endothelial_cell,Stox2
Ccnd11,3.51557171220413e-91,0.724579741926872,0.324,0.136,7.00337040788184e-87,Endothelial_cell,Ccnd1
Timeless1,3.7892008402191e-91,0.398017502109774,0.214,0.067,7.54846699380048e-87,Endothelial_cell,Timeless
Phf11d2,5.11424289102738e-91,0.347463760878549,0.214,0.067,1.01880832632156e-86,Endothelial_cell,Phf11d
Lgals91,7.12739403989818e-91,0.488375461778135,0.348,0.149,1.41984816668812e-86,Endothelial_cell,Lgals9
Plpp11,7.85910917793913e-91,0.64245907636511,0.355,0.16,1.56561313933725e-86,Endothelial_cell,Plpp1
Tspan18,8.97643816740537e-91,0.355722058487537,0.18,0.05,1.78819624732882e-86,Endothelial_cell,Tspan18
Rps211,1.71385761658436e-90,0.730516779500229,0.91,0.854,3.4141757579977e-86,Endothelial_cell,Rps21
Rras1,1.8270526315505e-90,0.65747142802267,0.47,0.261,3.63967154731175e-86,Endothelial_cell,Rras
Crip12,5.30459638398769e-90,0.309480876371247,0.871,0.66,1.05672864565419e-85,Endothelial_cell,Crip1
Mtus11,1.10370314611317e-89,0.455638845825879,0.293,0.114,2.19868703737205e-85,Endothelial_cell,Mtus1
Ttll71,1.84032114284373e-89,0.387506970299986,0.183,0.052,3.666103748659e-85,Endothelial_cell,Ttll7
Stab11,3.88001181863046e-89,0.312885939694018,0.226,0.072,7.72937154389375e-85,Endothelial_cell,Stab1
Fmnl3,4.26404589778555e-88,0.340873059972874,0.238,0.082,8.49440583297859e-84,Endothelial_cell,Fmnl3
Itga31,2.57737726710662e-87,0.205220038631787,0.143,0.033,5.1343932538031e-83,Endothelial_cell,Itga3
Csrp21,2.59507833169288e-87,0.715375068054914,0.436,0.226,5.16965554456539e-83,Endothelial_cell,Csrp2
Pml,6.01976391836054e-87,0.307658309681775,0.185,0.054,1.1991971701766e-82,Endothelial_cell,Pml
Parp141,8.2938909284769e-87,0.657060214747208,0.439,0.227,1.65222601186188e-82,Endothelial_cell,Parp14
Serpinb6a1,9.80287770370464e-87,0.758174522907233,0.604,0.397,1.952831267355e-82,Endothelial_cell,Serpinb6a
Zeb11,1.25995870502262e-86,0.500402681648406,0.402,0.196,2.50996373627556e-82,Endothelial_cell,Zeb1
